node_id,attention_entropy
1233,1.4425166
1234,2.670424
1235,1.9434912
1236,3.4205794
1237,0.6307556
1238,2.934055
1239,1.4654204
1240,2.7187858
1241,3.0744348
1242,2.5081248
1243,1.083857
1244,0.9492427
1245,3.1637962
1246,2.5750363
1247,1.2829235
1248,2.8767548
1249,1.5273181
1250,0.8519769
1251,1.1300488
1252,1.9477701
1253,1.2059567
1254,2.813184
1255,3.0395913
1256,2.2262924
1257,2.4307144
1258,2.519226
1259,1.5882427
1260,2.0593395
1261,1.8457748
1262,1.0675964
1263,1.2115186
1264,1.7767662
1265,1.5489559
1266,2.3259785
1267,1.5072759
1268,1.9350963
1269,0.87521076
1270,1.2803483
1271,0.9992826
1272,1.451179
1273,1.121159
1274,0.6791307
1275,1.2528572
1276,2.4200795
1277,0.63751996
1278,1.7484933
1279,1.7468175
1280,1.1512597
1281,1.8779554
1282,1.0072868
1283,2.1406922
1284,2.7037547
1285,0.80376494
1286,0.9283719
1287,2.968639
1288,3.229986
1289,1.8708979
1290,0.9765035
1291,1.8359946
1292,2.4545732
1293,1.0846597
1294,0.87132156
1295,2.6795325
1296,1.8460208
1297,2.0001655
1298,2.5050402
1299,3.0818465
1300,2.6475859
1301,1.7272319
1302,0.6336249
1303,1.4186336
1304,2.2593782
1305,2.7778614
1306,0.15678225
1307,1.2962965
1308,1.3318462
1309,1.574644
1310,0.47632617
1311,2.6695387
1312,2.132028
1313,1.949006
1314,1.4878342
1315,0.38322738
1316,1.9370954
1317,2.4344218
1318,2.1482434
1319,2.6628182
1320,2.6237679
1321,0.4897221
1322,1.2216846
1323,1.9617237
1324,0.02537137
1325,2.092465
1326,0.63329464
1327,1.9030306
1328,1.8033693
1329,0.19470932
1330,1.5068641
1331,1.3496734
1332,0.53366715
1333,0.40294033
1334,1.1223333
1335,1.6225643
1336,1.4543446
1337,0.11044618
1338,1.2769082
1339,1.871216
1340,1.0983754
1341,1.8388221
1342,0.73600906
1343,0.9856625
1344,1.883337
1345,0.3841544
1346,1.5565634
1347,0.67529005
1348,0.89572436
1349,0.8453336
1350,0.073972985
1351,0.49663472
1352,0.6323619
1353,9.19475
1354,0.9976728
1355,1.9245806
1356,0.44960958
1357,2.49053
1358,0.42792237
1359,1.3724184
1360,0.76011884
1361,1.4653155
1362,0.21886009
1363,0.60721815
1364,1.0758524
1365,1.5404859
1366,1.0140775
1367,0.60074437
1368,2.3479156
1369,2.313819
1370,0.30471575
1371,0.7109604
1372,2.3400095
1373,0.988835
1374,1.9842751
1375,1.5498362
1376,0.9685683
1377,0.9406327
1378,0.6698736
1379,1.1965795
1380,2.3455896
1381,2.167313
1382,1.8581293
1383,1.330769
1384,1.3812978
1385,2.1734025
1386,1.5712006
1387,0.5752089
1388,2.4392323
1389,1.33973
1390,0.22438045
1391,0.48465982
1392,0.9412262
1393,0.35018492
1394,1.0393138
1395,1.2112405
1396,1.3565395
1397,3.2688482
1398,2.7636101
1399,1.1020515
1400,0.3430731
1401,0.8949579
1402,2.4832182
1403,1.0916164
1404,1.3737423
1405,0.97908366
1406,2.1410944
1407,2.224075
1408,0.955379
1409,1.2969383
1410,1.4936266
1411,1.0091337
1412,0.7694727
1413,2.2140326
1414,0.8130884
1415,1.0212069
1416,0.9962776
1417,0.8049737
1418,0.5560787
1419,1.8026577
1420,0.6387954
1421,0.06414033
1422,1.8298239
1423,0.51399595
1424,3.8313694
1425,2.5799668
1426,0.28426045
1427,0.5939524
1428,1.7683957
1429,1.4173281
1430,1.7066746
1431,1.0665952
1432,0.5215083
1433,0.3378028
1434,1.6890216
1435,0.36214682
1436,0.9348583
1437,0.929948
1438,2.4942932
1439,1.7831173
1440,3.1636791
1441,0.67137516
1442,0.47684115
1443,2.282235
1444,1.7073228
1445,3.2023544
1446,1.3582993
1447,0.6070058
1448,1.6127098
1449,1.534877
1450,2.4776669
1451,1.6493506
1452,0.63842857
1453,0.23810384
1454,1.028215
1455,1.5358201
1456,1.090973
1457,3.7807527
1458,1.8530307
1459,1.4648058
1460,0.20440009
1461,0.06469407
1462,0.5514646
1463,1.9550561
1464,1.0403881
1465,1.0388871
1466,3.6913536
1467,0.7057455
1468,3.1259964
1469,0.3278545
1470,0.51087177
1471,2.0513127
1472,1.7842448
1473,1.3399543
1474,0.55138814
1475,1.7729706
1476,0.6466994
1477,2.8789754
1478,1.5235643
1479,2.2306128
1480,2.1254425
1481,1.543576
1482,0.04648527
1483,1.4103675
1484,1.3402071
1485,0.9205023
1486,0.31799564
1487,1.6075459
1488,2.4840004
1489,1.3670158
1490,0.7987453
1491,0.9889246
1492,2.0312707
1493,0.54180557
1494,2.4133534
1495,1.1107509
1496,2.4180655
1497,1.1652659
1498,1.8613489
1499,3.5951715
1500,0.9561926
1501,2.8279684
1502,1.641421
1503,1.03649
1504,1.0449443
1505,2.2502313
1506,3.293886
1507,1.3356409
1508,1.0596082
1509,0.6736774
1510,1.8426312
1511,2.4692068
1512,1.8558387
1513,3.2142658
1514,1.596803
1515,2.0999897
1516,1.8961736
1517,0.75941277
1518,0.6764802
1519,0.9760018
1520,0.59290266
1521,1.7152898
1522,1.164168
1523,1.6574728
1524,2.3108044
1525,1.4075816
1526,1.4043548
1527,0.6410193
1528,3.876111
1529,0.72096896
1530,1.9266843
1531,2.8628297
1532,3.8482873
1533,1.2521435
1534,2.4757137
1535,1.2235086
1536,0.6157738
1537,3.235906
1538,2.0807161
1539,1.780883
1540,1.8369842
1541,1.0704551
1542,1.2146006
1543,1.1511648
1544,0.984351
1545,1.866205
1546,0.5789614
1547,0.1061949
1548,2.8617866
1549,1.6536407
1550,0.46906975
1551,0.48044387
1552,0.97629935
1553,3.4374707
1554,0.74003243
1555,0.6393295
1556,0.05833967
1557,1.4732941
1558,1.5687438
1559,2.432885
1560,1.1753409
1561,0.5972824
1562,1.0578284
1563,1.2039715
1564,1.2803527
1565,2.838224
1566,1.2969468
1567,1.1399982
