epoch,loss,train_acc,val_acc,test_acc,f1_micro,f1_macro,att_entropy,model
1.0,3.8349945545196533,0.07505965406142444,0.13302459814087722,0.17459827582659507,0.17459827582659507,0.012740986855443526,,GCN
2.0,3.604444742202759,0.14823896812218912,0.2319540924192087,0.23274283480443594,0.23274283480443594,0.021240581828081244,,GCN
3.0,3.4387784004211426,0.24994227026313764,0.27202255109231854,0.23529411764705882,0.23529411764705882,0.018345294447252893,,GCN
4.0,3.324953079223633,0.2613892523724173,0.2637336823383335,0.22313437442133202,0.22313437442133202,0.01668238902632631,,GCN
5.0,3.2469420433044434,0.24342155903277948,0.21755763616228732,0.18595559944859372,0.18595559944859372,0.01597917735668499,,GCN
6.0,3.1915390491485596,0.24109037727757557,0.2117520722171885,0.1850297306750612,0.1850297306750612,0.019197520638406775,,GCN
7.0,3.1469268798828125,0.26906455834002263,0.2732306453236686,0.24309199020636585,0.24309199020636585,0.028442855808879442,,GCN
8.0,3.11456298828125,0.29644494782331404,0.33353468237189166,0.3004752793037467,0.3004752793037467,0.037362355652028875,,GCN
9.0,3.0918686389923096,0.304802014492913,0.34363569247290177,0.31214122585025617,0.31214122585025617,0.0425086519624673,,GCN
10.0,3.0683116912841797,0.303636423615311,0.32605120977214,0.2919572865872477,0.2919572865872477,0.04034617544836348,,GCN
11.0,3.0390372276306152,0.2949274804543605,0.31007751937984496,0.2766907392547785,0.2766907392547785,0.03691104909840714,,GCN
12.0,3.0123021602630615,0.2878789544869751,0.3046075371656767,0.2741806061354237,0.2741806061354237,0.03550271329278894,,GCN
13.0,2.9755496978759766,0.28802190431158664,0.31068156649552,0.2822253770343394,0.2822253770343394,0.036052736133964605,,GCN
14.0,2.9390275478363037,0.2963459825601214,0.32766200208060675,0.3019566693413987,0.3019566693413987,0.03913904024625574,,GCN
15.0,2.9096004962921143,0.30959633168757766,0.3528306319003993,0.3259881077299755,0.3259881077299755,0.04365746674305282,,GCN
16.0,2.8799662590026855,0.3231545727449665,0.3750125843149099,0.34703619118161433,0.34703619118161433,0.0480020237409164,,GCN
17.0,2.8506970405578613,0.332281369239397,0.3874291083593409,0.35779684381622534,0.35779684381622534,0.052247722630599916,,GCN
18.0,2.831671714782715,0.33901100713649507,0.39353669586227724,0.3623027385140835,0.3623027385140835,0.055275097970761154,,GCN
19.0,2.808335781097412,0.3457956257353669,0.39796637471056073,0.36450424870892745,0.36450424870892745,0.05850525844138347,,GCN
20.0,2.7825331687927246,0.35287714012381655,0.40464445115607905,0.368413472419398,0.368413472419398,0.06103556397202035,,GCN
21.0,2.7526302337646484,0.36016758117900616,0.40914124635054866,0.3730428162870605,0.3730428162870605,0.06347498360333689,,GCN
22.0,2.7299163341522217,0.36645737346191487,0.41461122856471694,0.37814538197230624,0.37814538197230624,0.06581684976212494,,GCN
23.0,2.708831548690796,0.37184548223573527,0.41924225645155877,0.38213690512931303,0.38213690512931303,0.06773159519204829,,GCN
24.0,2.68304443359375,0.3781792590800629,0.4229672136648881,0.38623130259449007,0.38623130259449007,0.07025070935461289,,GCN
25.0,2.6601226329803467,0.38319349908182226,0.42712842712842713,0.3892558072546962,0.3892558072546962,0.07232041221148038,,GCN
26.0,2.633575677871704,0.38926336855763627,0.4325312929964093,0.3914778923111742,0.3914778923111742,0.07515253372984435,,GCN
27.0,2.6146514415740967,0.394596496629683,0.4364240410752039,0.39297985721046025,0.39297985721046025,0.07819212601078214,,GCN
28.0,2.587985038757324,0.4004464432984023,0.4407530454042082,0.3944406723864782,0.3944406723864782,0.08051531108930006,,GCN
29.0,2.569746732711792,0.407483973125433,0.44481358434846807,0.39670390716622433,0.39670390716622433,0.08286452307770094,,GCN
30.0,2.5495262145996094,0.41400468435579113,0.4503171247357294,0.4019916466061766,0.4019916466061766,0.08565865612030892,,GCN
31.0,2.5311427116394043,0.4202614882176356,0.45561931608443235,0.406970763121618,0.406970763121618,0.08790096443375385,,GCN
32.0,2.505066394805908,0.42594649278103386,0.45910936608611025,0.4117647058823529,0.4117647058823529,0.09025361073453181,,GCN
33.0,2.4914567470550537,0.4303669412036375,0.46270009060706735,0.41596197765570025,0.41596197765570025,0.0922009310416568,,GCN
34.0,2.472848415374756,0.43424857874885914,0.46478069733883687,0.41806061354237395,0.41806061354237395,0.09381013348489776,,GCN
35.0,2.455942153930664,0.4376683783991819,0.46588811705090777,0.418101763265642,0.418101763265642,0.09534721763922042,,GCN
36.0,2.4315006732940674,0.44078028611957204,0.469009027148562,0.419192230932247,0.419192230932247,0.09724080109610486,,GCN
37.0,2.4190726280212402,0.4438702015592527,0.4704184704184704,0.41995350081270705,0.41995350081270705,0.09874787450689183,,GCN
38.0,2.404995918273926,0.44786180050802166,0.47357293868921774,0.42157891488179744,0.42157891488179744,0.10043218216388887,,GCN
39.0,2.386592149734497,0.4516444727900507,0.4768951978254304,0.4261465341645577,0.4261465341645577,0.10345226284003664,,GCN
40.0,2.378432273864746,0.456328828581168,0.4803181314809222,0.4297677098121515,0.4297677098121515,0.10658715112648673,,GCN
41.0,2.3607988357543945,0.4606063271791601,0.48330480888620425,0.43242186696294466,0.43242186696294466,0.10909505158589497,,GCN
42.0,2.3487887382507324,0.46403712296983757,0.48508339206013623,0.434397053679814,0.434397053679814,0.11159364119024892,,GCN
43.0,2.332777261734009,0.46684113876029515,0.48669418436860296,0.4348497006357632,0.4348497006357632,0.11329882188615263,,GCN
44.0,2.320485830307007,0.46938124718223906,0.4893788382160475,0.4356109705162233,0.4356109705162233,0.11592896884105879,,GCN
45.0,2.3089582920074463,0.4710196720950946,0.49105674687070033,0.4358167191325638,0.4358167191325638,0.11794410981191225,,GCN
46.0,2.296144723892212,0.4735927689381027,0.4917950266787476,0.43742155834002017,0.43742155834002017,0.1204328237486755,,GCN
47.0,2.2843244075775146,0.4761878580618203,0.49380851706433104,0.44028146410715385,0.44028146410715385,0.12269078406675915,,GCN
48.0,2.272475242614746,0.47831011315028427,0.4951508439880533,0.4420303273460486,0.4420303273460486,0.1246519422971883,,GCN
49.0,2.2639193534851074,0.480564321923005,0.49672807812342695,0.44375861572330927,0.44375861572330927,0.12713388854828903,,GCN
50.0,2.2537379264831543,0.48308243806423945,0.49880868485519647,0.4450754068678888,0.4450754068678888,0.1301902225420562,,GCN
51.0,2.2426164150238037,0.485512585082636,0.4999832209134535,0.4464950723206386,0.4464950723206386,0.13342088206599478,,GCN
52.0,2.2389938831329346,0.48822863175025566,0.5018289204335716,0.44834680986770364,0.44834680986770364,0.13563896325304933,,GCN
53.0,2.2224342823028564,0.4899440296455944,0.5031712473572939,0.44980762504372157,0.44980762504372157,0.13769392327749624,,GCN
54.0,2.215205430984497,0.4919233349094468,0.5054532031276218,0.4515976380058844,0.4515976380058844,0.1395396342698884,,GCN
55.0,2.2023184299468994,0.4941555514014581,0.5076009262055774,0.45431351974157974,0.45431351974157974,0.14210077255511128,,GCN
56.0,2.189509868621826,0.4963437833320504,0.5092117185140441,0.45550686171635496,0.45550686171635496,0.1449789160317189,,GCN
57.0,2.1888368129730225,0.49882891105222066,0.5107218363032316,0.4571734255087134,0.4571734255087134,0.14675253286308254,,GCN
58.0,2.185497283935547,0.5013470271934551,0.5132386992852109,0.45801699483570973,0.45801699483570973,0.14885593726660926,,GCN
59.0,2.172161102294922,0.5041510429839127,0.5140776536125373,0.4593337859802893,0.4593337859802893,0.15089445293847775,,GCN
60.0,2.175590753555298,0.5064382401776977,0.5167287492868888,0.4609797749110137,0.4609797749110137,0.15324590885541475,,GCN
61.0,2.154141426086426,0.5082855917572932,0.5188093560186583,0.46190564368454623,0.46190564368454623,0.15433031262937433,,GCN
62.0,2.149787425994873,0.5094291903541857,0.5198496593845431,0.4630372610744193,0.4630372610744193,0.15519589723668034,,GCN
63.0,2.1436550617218018,0.5105947812317877,0.5201516829423806,0.46402485443285396,0.46402485443285396,0.15577038178912145,,GCN
64.0,2.14141845703125,0.5117383798286801,0.5212926608275446,0.46421002818756046,0.46421002818756046,0.15642634763956675,,GCN
65.0,2.1328368186950684,0.5134977622854379,0.5230041276552905,0.46597946628808923,0.46597946628808923,0.15826909851221632,,GCN
66.0,2.1268796920776367,0.515026225794746,0.523306151213128,0.4664526881056725,0.4664526881056725,0.15994297414794686,,GCN
67.0,2.12030029296875,0.5159279093038344,0.5239773146749891,0.4668436104767195,0.4668436104767195,0.16068412339401644,,GCN
